住宅価格の中央値,経度,緯度,築年数の中央値,合計部屋数,合計ベッドルーム数,人口,世帯数,収入の中央値,海への近さ
253500.0,-121.66,36.89,15.0,2608.0,458.0,1531.0,457.0,5.5148,<1H OCEAN
72700.0,-120.71,37.39,40.0,680.0,160.0,785.0,175.0,2.6058,INLAND
123100.0,-121.77,38.69,47.0,1697.0,318.0,775.0,276.0,3.4559,INLAND
387200.0,-118.41,33.97,37.0,1629.0,275.0,668.0,266.0,6.1333,<1H OCEAN
52500.0,-119.19,35.96,25.0,2014.0,402.0,1160.0,362.0,1.881,INLAND
214300.0,-122.09,37.07,33.0,3581.0,734.0,1780.0,663.0,4.3429,NEAR OCEAN
221900.0,-118.32,34.1,36.0,1655.0,690.0,1957.0,633.0,1.7325,<1H OCEAN
346200.0,-119.74,34.41,30.0,2365.0,417.0,1053.0,409.0,5.5959,NEAR OCEAN
234600.0,-118.1,34.1,29.0,1937.0,448.0,1352.0,433.0,3.81,<1H OCEAN
142800.0,-117.92,33.75,32.0,790.0,199.0,1196.0,201.0,3.0625,<1H OCEAN
500001.0,-122.03,37.25,34.0,2892.0,413.0,903.0,365.0,7.8711,<1H OCEAN
195700.0,-118.47,34.25,34.0,1732.0,399.0,1120.0,401.0,4.1492,<1H OCEAN
300000.0,-117.29,33.05,28.0,1146.0,338.0,672.0,292.0,3.1667,NEAR OCEAN
263800.0,-121.96,36.97,23.0,4324.0,1034.0,1844.0,875.0,3.0777,NEAR OCEAN
161500.0,-121.82,37.36,34.0,1834.0,377.0,1450.0,347.0,3.7188,<1H OCEAN
182400.0,-121.0,37.68,15.0,1232.0,180.0,408.0,196.0,6.9682,INLAND
500001.0,-118.33,33.77,33.0,4244.0,595.0,1534.0,557.0,9.8214,NEAR OCEAN
97100.0,-121.62,39.16,16.0,2037.0,464.0,1267.0,451.0,2.4556,INLAND
193800.0,-118.32,34.1,43.0,1615.0,734.0,1460.0,644.0,1.4005,<1H OCEAN
187300.0,-118.31,34.26,34.0,1797.0,363.0,948.0,363.0,4.1339,<1H OCEAN
72600.0,-117.25,34.12,17.0,3107.0,752.0,2160.0,643.0,1.8463,INLAND
191300.0,-118.08,33.85,22.0,1055.0,204.0,682.0,216.0,6.0,<1H OCEAN
181300.0,-118.32,33.91,35.0,940.0,197.0,640.0,215.0,4.2,<1H OCEAN
432500.0,-118.14,33.76,37.0,3242.0,698.0,1080.0,629.0,3.901,NEAR OCEAN
373400.0,-122.08,37.38,36.0,1199.0,198.0,485.0,199.0,5.0796,NEAR BAY
162500.0,-117.21,32.83,35.0,2259.0,501.0,1340.0,511.0,3.4482,NEAR OCEAN
120000.0,-118.17,34.03,42.0,882.0,292.0,1248.0,281.0,2.761,<1H OCEAN
133300.0,-118.25,34.07,16.0,719.0,225.0,801.0,218.0,2.3942,<1H OCEAN
130600.0,-121.49,38.53,40.0,2966.0,536.0,1225.0,505.0,3.125,INLAND
93100.0,-118.29,33.98,48.0,1124.0,231.0,783.0,223.0,3.4444,<1H OCEAN
83700.0,-119.76,36.8,20.0,6257.0,1346.0,2795.0,1267.0,2.2094,INLAND
381500.0,-118.48,34.01,31.0,2851.0,804.0,1410.0,782.0,4.0893,<1H OCEAN
141100.0,-118.1,34.7,5.0,10356.0,1647.0,4562.0,1427.0,4.9806,INLAND
492200.0,-118.4,33.9,34.0,2674.0,435.0,1087.0,431.0,7.3151,<1H OCEAN
163100.0,-118.19,34.06,44.0,1734.0,364.0,1133.0,351.0,2.5132,<1H OCEAN
63100.0,-115.52,32.73,17.0,1190.0,275.0,1113.0,258.0,2.3571,INLAND
92900.0,-117.36,33.99,42.0,1178.0,261.0,804.0,283.0,2.9688,INLAND
73200.0,-117.24,34.11,23.0,1920.0,454.0,1161.0,358.0,2.2109,INLAND
166100.0,-117.92,33.85,38.0,2082.0,532.0,1592.0,510.0,2.3704,<1H OCEAN
318600.0,-122.24,37.47,35.0,2283.0,491.0,1148.0,436.0,4.5556,NEAR OCEAN
269700.0,-118.42,34.19,33.0,3353.0,790.0,2318.0,775.0,2.2589,<1H OCEAN
137500.0,-122.3,38.31,34.0,1797.0,395.0,1162.0,407.0,3.455,NEAR BAY
250000.0,-119.52,34.39,23.0,1414.0,365.0,889.0,345.0,2.6397,NEAR OCEAN
81200.0,-118.47,35.72,18.0,4754.0,1075.0,1366.0,690.0,2.0694,INLAND
76000.0,-121.51,38.58,42.0,1822.0,636.0,1372.0,560.0,1.2542,INLAND
175000.0,-122.09,37.67,48.0,1252.0,305.0,673.0,308.0,2.3357,NEAR BAY
150200.0,-117.61,34.04,8.0,4116.0,766.0,1785.0,745.0,3.1672,INLAND
55500.0,-119.81,36.78,35.0,1012.0,245.0,633.0,240.0,2.0324,INLAND
180200.0,-117.86,33.73,26.0,1702.0,456.0,2776.0,463.0,2.6385,<1H OCEAN
342200.0,-122.25,37.85,52.0,1627.0,280.0,565.0,259.0,3.8462,NEAR BAY
196300.0,-121.19,38.95,16.0,2544.0,431.0,1199.0,412.0,4.5129,INLAND
81300.0,-119.03,35.36,41.0,1944.0,363.0,977.0,388.0,3.9097,INLAND
326600.0,-117.7,33.64,15.0,5743.0,773.0,2380.0,773.0,8.1926,<1H OCEAN
153700.0,-118.11,33.91,22.0,1981.0,472.0,1231.0,457.0,4.0878,<1H OCEAN
320800.0,-121.12,35.58,16.0,4109.0,798.0,1298.0,626.0,3.4799,NEAR OCEAN
99300.0,-120.02,39.24,24.0,1602.0,426.0,751.0,257.0,1.7609,INLAND
98600.0,-117.28,33.22,13.0,2832.0,542.0,1065.0,531.0,2.3844,<1H OCEAN
151300.0,-117.89,34.11,36.0,806.0,147.0,446.0,153.0,4.5221,<1H OCEAN
130000.0,-118.18,33.79,27.0,1580.0,510.0,1896.0,448.0,2.0186,NEAR OCEAN
200000.0,-117.98,33.82,34.0,1038.0,175.0,578.0,174.0,4.9219,<1H OCEAN
99300.0,-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,INLAND
409300.0,-119.21,34.31,22.0,7548.0,1038.0,2855.0,1008.0,6.729,NEAR OCEAN
159400.0,-122.13,37.46,37.0,1576.0,334.0,1385.0,323.0,2.5294,NEAR BAY
177500.0,-117.27,33.21,5.0,5764.0,996.0,3161.0,1012.0,4.4531,<1H OCEAN
70100.0,-119.56,36.51,9.0,3860.0,809.0,2157.0,770.0,2.5033,INLAND
177500.0,-118.28,34.07,25.0,7522.0,3179.0,7221.0,2902.0,2.0173,<1H OCEAN
128100.0,-116.87,33.57,12.0,1153.0,265.0,446.0,195.0,3.038,INLAND
294800.0,-117.65,33.65,15.0,4713.0,671.0,2197.0,673.0,7.5426,<1H OCEAN
206700.0,-122.11,37.99,16.0,3913.0,710.0,1782.0,676.0,5.1297,NEAR BAY
140300.0,-115.56,32.76,15.0,1278.0,217.0,653.0,185.0,4.4821,INLAND
209300.0,-118.14,34.04,43.0,1949.0,464.0,1216.0,457.0,3.3214,<1H OCEAN
500001.0,-122.42,37.81,52.0,1314.0,317.0,473.0,250.0,4.3472,NEAR BAY
240800.0,-118.11,33.87,15.0,3254.0,598.0,1772.0,618.0,5.0417,<1H OCEAN
75900.0,-121.45,38.51,29.0,4221.0,901.0,2294.0,850.0,2.2245,INLAND
174600.0,-121.78,37.69,34.0,2358.0,498.0,1157.0,461.0,3.3618,INLAND
156800.0,-118.36,33.94,39.0,1390.0,410.0,1666.0,371.0,3.3056,<1H OCEAN
450000.0,-117.26,32.8,30.0,1446.0,385.0,650.0,344.0,3.744,NEAR OCEAN
132000.0,-116.86,34.24,19.0,5411.0,1042.0,441.0,185.0,3.1324,INLAND
109100.0,-121.33,36.43,40.0,622.0,194.0,902.0,196.0,2.625,<1H OCEAN
148500.0,-118.12,34.56,5.0,6446.0,1154.0,3427.0,1104.0,3.9936,INLAND
234400.0,-118.1,33.83,36.0,2000.0,343.0,956.0,352.0,5.3735,<1H OCEAN
194100.0,-118.89,34.29,28.0,1545.0,371.0,1334.0,318.0,3.4375,<1H OCEAN
164200.0,-121.88,37.32,45.0,2213.0,564.0,1920.0,514.0,3.2806,<1H OCEAN
159000.0,-116.53,33.84,28.0,8399.0,1839.0,3470.0,1340.0,2.5885,INLAND
207300.0,-118.15,33.93,30.0,3096.0,628.0,1676.0,587.0,4.6583,<1H OCEAN
184900.0,-122.05,37.93,15.0,7803.0,1603.0,2957.0,1546.0,4.45,NEAR BAY
250900.0,-118.58,34.21,27.0,2209.0,353.0,1034.0,344.0,4.7125,<1H OCEAN
440500.0,-122.03,37.0,30.0,2077.0,342.0,816.0,328.0,5.2078,NEAR OCEAN
87500.0,-117.18,32.77,16.0,2374.0,780.0,913.0,705.0,2.7386,NEAR OCEAN
500001.0,-118.13,33.78,31.0,3039.0,739.0,1199.0,697.0,3.7232,NEAR OCEAN
146700.0,-120.42,34.95,33.0,3404.0,711.0,1579.0,639.0,3.1078,<1H OCEAN
86700.0,-120.39,37.98,52.0,1056.0,274.0,584.0,255.0,2.1513,INLAND
175000.0,-118.29,34.25,19.0,1988.0,594.0,1399.0,527.0,2.4727,<1H OCEAN
207900.0,-121.4,36.83,11.0,3701.0,739.0,1749.0,654.0,3.067,INLAND
352800.0,-122.31,37.54,42.0,1159.0,261.0,465.0,247.0,3.1842,NEAR OCEAN
195300.0,-118.09,33.88,27.0,3119.0,635.0,1887.0,567.0,3.8654,<1H OCEAN
187500.0,-122.47,38.51,18.0,2487.0,516.0,980.0,503.0,3.5506,INLAND
103900.0,-121.89,38.01,28.0,3639.0,751.0,2362.0,641.0,3.0042,INLAND
170800.0,-118.18,33.99,35.0,1230.0,407.0,1512.0,364.0,2.152,<1H OCEAN
336000.0,-118.14,33.84,45.0,1908.0,361.0,890.0,342.0,4.575,<1H OCEAN
121600.0,-119.69,36.74,23.0,2097.0,385.0,911.0,405.0,3.5128,INLAND
219300.0,-121.96,37.39,20.0,1032.0,229.0,658.0,238.0,4.5062,<1H OCEAN
253300.0,-120.52,35.24,5.0,4413.0,804.0,2003.0,725.0,5.0267,<1H OCEAN
105700.0,-121.35,38.66,24.0,3313.0,769.0,1631.0,681.0,2.5556,INLAND
276800.0,-117.91,33.65,17.0,1328.0,377.0,762.0,344.0,2.2222,<1H OCEAN
187500.0,-118.29,34.06,27.0,2456.0,1111.0,4137.0,1104.0,1.5954,<1H OCEAN
120700.0,-117.07,32.75,31.0,2036.0,501.0,1263.0,442.0,2.5583,NEAR OCEAN
88400.0,-115.5,32.68,18.0,3631.0,913.0,3565.0,924.0,1.5931,INLAND
304700.0,-122.82,38.44,23.0,1551.0,236.0,555.0,243.0,4.6792,<1H OCEAN
148800.0,-118.04,33.96,42.0,1430.0,338.0,1269.0,321.0,3.3214,<1H OCEAN
494000.0,-122.03,37.86,25.0,3004.0,393.0,1145.0,376.0,7.2655,NEAR BAY
283300.0,-118.3,34.1,37.0,5305.0,1980.0,3895.0,1874.0,2.0672,<1H OCEAN
115100.0,-118.24,33.97,41.0,1182.0,346.0,1644.0,346.0,2.1473,<1H OCEAN
226000.0,-117.73,34.1,37.0,3457.0,,1344.0,530.0,5.8891,INLAND
360500.0,-122.26,37.5,52.0,878.0,186.0,393.0,186.0,3.7045,NEAR OCEAN
262500.0,-121.55,37.37,39.0,759.0,141.0,252.0,106.0,3.6964,INLAND
55600.0,-119.08,36.22,28.0,1606.0,320.0,1158.0,317.0,3.0324,INLAND
130900.0,-117.22,33.92,5.0,16884.0,2865.0,9509.0,2688.0,4.0938,INLAND
282500.0,-121.99,37.58,31.0,2878.0,478.0,1276.0,485.0,6.2073,<1H OCEAN
252300.0,-118.27,34.09,52.0,2327.0,555.0,1048.0,491.0,3.7847,<1H OCEAN
152400.0,-121.87,37.31,6.0,3797.0,984.0,2437.0,904.0,3.6802,<1H OCEAN
69100.0,-120.63,37.41,27.0,2083.0,444.0,1462.0,479.0,2.6439,INLAND
98700.0,-121.45,38.48,24.0,1766.0,340.0,1028.0,372.0,3.5402,INLAND
187500.0,-118.3,34.05,34.0,1453.0,588.0,1987.0,589.0,2.096,<1H OCEAN
67500.0,-115.55,32.82,34.0,1540.0,316.0,1013.0,274.0,2.5664,INLAND
228100.0,-122.12,37.64,40.0,432.0,102.0,264.0,77.0,3.8875,NEAR BAY
276200.0,-121.9,37.45,18.0,4900.0,814.0,2984.0,758.0,6.6176,<1H OCEAN
94600.0,-122.26,38.1,24.0,1213.0,395.0,699.0,386.0,1.3007,NEAR BAY
288000.0,-121.94,37.95,18.0,2541.0,355.0,986.0,346.0,7.1978,INLAND
195400.0,-117.9,33.91,36.0,1376.0,257.0,687.0,221.0,3.5403,<1H OCEAN
96700.0,-116.24,33.76,9.0,1961.0,595.0,966.0,275.0,3.8125,INLAND
254700.0,-118.31,33.79,35.0,2290.0,563.0,1374.0,530.0,3.2472,<1H OCEAN
175000.0,-118.28,34.09,38.0,790.0,275.0,664.0,194.0,3.0357,<1H OCEAN
181900.0,-121.89,37.35,44.0,1668.0,380.0,1143.0,365.0,3.2083,<1H OCEAN
103800.0,-121.29,38.71,32.0,1875.0,361.0,1027.0,343.0,3.5769,INLAND
221200.0,-119.25,34.27,46.0,679.0,159.0,382.0,143.0,3.5,NEAR OCEAN
193800.0,-120.85,37.57,27.0,819.0,157.0,451.0,150.0,3.4934,INLAND
282500.0,-119.88,34.43,16.0,1734.0,365.0,962.0,391.0,4.4777,NEAR OCEAN
51900.0,-119.03,36.06,36.0,1925.0,443.0,1405.0,422.0,2.162,INLAND
196400.0,-118.37,34.03,39.0,213.0,44.0,138.0,52.0,2.125,<1H OCEAN
32500.0,-121.36,38.56,20.0,1232.0,332.0,667.0,288.0,1.8288,INLAND
174500.0,-118.54,34.18,17.0,7214.0,1994.0,4100.0,1823.0,3.0943,<1H OCEAN
61500.0,-123.12,40.54,23.0,1091.0,217.0,539.0,201.0,1.8696,INLAND
155400.0,-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,NEAR BAY
94400.0,-121.22,37.8,28.0,2608.0,576.0,1719.0,554.0,2.1186,INLAND
333700.0,-118.64,34.22,25.0,2762.0,410.0,1166.0,439.0,6.8643,<1H OCEAN
222600.0,-118.12,34.17,52.0,2166.0,483.0,1308.0,467.0,3.0417,INLAND
330600.0,-121.91,37.33,52.0,2562.0,410.0,973.0,398.0,4.8854,<1H OCEAN
305800.0,-119.21,34.12,15.0,5778.0,1285.0,1722.0,829.0,4.3427,NEAR OCEAN
169500.0,-118.16,33.88,30.0,1694.0,398.0,1181.0,383.0,2.9779,<1H OCEAN
268400.0,-122.44,37.67,35.0,1814.0,365.0,1025.0,384.0,4.425,NEAR OCEAN
139300.0,-121.37,38.64,36.0,322.0,48.0,133.0,59.0,4.6111,INLAND
167700.0,-118.34,33.93,37.0,1638.0,407.0,1341.0,369.0,3.0677,<1H OCEAN
186900.0,-121.88,37.44,17.0,1621.0,299.0,1028.0,293.0,5.2722,<1H OCEAN
73900.0,-121.3,37.92,28.0,3308.0,766.0,3201.0,720.0,1.7694,INLAND
159400.0,-117.96,34.48,32.0,1896.0,342.0,806.0,299.0,4.5769,INLAND
266100.0,-121.97,37.34,33.0,3162.0,,1553.0,686.0,3.6682,<1H OCEAN
105100.0,-121.3,37.96,52.0,1475.0,238.0,736.0,260.0,3.6591,INLAND
186800.0,-119.19,34.17,31.0,1872.0,434.0,1511.0,405.0,3.2314,NEAR OCEAN
137500.0,-117.92,34.63,34.0,81.0,26.0,53.0,14.0,1.4091,INLAND
95400.0,-119.32,36.22,5.0,2319.0,438.0,1283.0,423.0,3.6343,INLAND
156800.0,-117.06,32.76,24.0,1629.0,587.0,1012.0,488.0,1.7452,NEAR OCEAN
52000.0,-121.27,37.94,38.0,512.0,133.0,676.0,124.0,1.7386,INLAND
162800.0,-118.29,33.92,23.0,2503.0,532.0,1735.0,505.0,2.7368,<1H OCEAN
500001.0,-118.4,33.89,31.0,2926.0,492.0,1149.0,476.0,7.9611,<1H OCEAN
246600.0,-119.04,34.23,21.0,9807.0,1614.0,4199.0,1554.0,5.0145,<1H OCEAN
222800.0,-118.02,34.14,31.0,6854.0,1578.0,4131.0,1524.0,3.5878,INLAND
67500.0,-117.04,32.54,7.0,938.0,297.0,1187.0,282.0,1.2667,NEAR OCEAN
125800.0,-117.06,32.68,38.0,1481.0,317.0,1080.0,291.0,2.85,NEAR OCEAN
151900.0,-117.88,33.74,29.0,720.0,174.0,1045.0,181.0,3.1964,<1H OCEAN
303300.0,-118.4,33.96,44.0,1138.0,228.0,497.0,228.0,4.1852,<1H OCEAN
193500.0,-119.77,36.86,7.0,4139.0,544.0,1843.0,562.0,8.2737,INLAND
435900.0,-122.41,38.07,20.0,4536.0,708.0,1812.0,701.0,6.0433,NEAR BAY
307000.0,-122.49,38.1,43.0,1226.0,244.0,491.0,205.0,4.9286,NEAR BAY
108700.0,-121.32,38.56,18.0,1169.0,186.0,614.0,192.0,4.5766,INLAND
129900.0,-118.29,33.93,43.0,2021.0,379.0,1051.0,352.0,3.3836,<1H OCEAN
72500.0,-122.19,37.76,41.0,921.0,207.0,522.0,159.0,1.2083,NEAR BAY
173500.0,-117.0,32.77,30.0,1802.0,401.0,776.0,386.0,2.8125,<1H OCEAN
277900.0,-121.76,37.29,15.0,2267.0,348.0,1150.0,327.0,7.1267,<1H OCEAN
116900.0,-117.06,32.72,31.0,2669.0,514.0,1626.0,499.0,3.1923,NEAR OCEAN
500001.0,-117.92,33.61,37.0,1244.0,173.0,394.0,154.0,10.3682,<1H OCEAN
145400.0,-121.4,36.86,36.0,1256.0,270.0,910.0,255.0,1.9405,INLAND
289600.0,-122.61,37.99,40.0,7737.0,1488.0,3108.0,1349.0,4.4375,NEAR OCEAN
200000.0,-118.38,34.18,24.0,1983.0,651.0,2251.0,574.0,2.4792,<1H OCEAN
250000.0,-121.94,37.33,37.0,818.0,269.0,576.0,261.0,2.1902,<1H OCEAN
210100.0,-121.96,37.99,2.0,3129.0,707.0,1606.0,698.0,2.9591,INLAND
227300.0,-118.13,34.04,36.0,1938.0,364.0,1118.0,374.0,3.5833,<1H OCEAN
63700.0,-115.51,32.99,20.0,1402.0,287.0,1104.0,317.0,1.9088,INLAND
345900.0,-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,INLAND
105200.0,-119.79,36.82,23.0,4358.0,819.0,1852.0,802.0,3.4167,INLAND
146900.0,-122.44,37.78,16.0,883.0,236.0,601.0,219.0,2.151,NEAR BAY
189900.0,-116.52,32.9,18.0,4454.0,852.0,1754.0,656.0,4.57,INLAND
148100.0,-118.18,33.8,15.0,2407.0,589.0,1591.0,506.0,3.0513,NEAR OCEAN
500001.0,-118.12,33.76,45.0,3035.0,516.0,1127.0,527.0,7.0796,NEAR OCEAN
164900.0,-120.93,39.17,13.0,2331.0,464.0,1110.0,419.0,3.6563,INLAND
210900.0,-122.15,37.72,31.0,1616.0,372.0,739.0,379.0,2.9097,NEAR BAY
281700.0,-118.3,34.07,36.0,2657.0,738.0,2274.0,723.0,3.425,<1H OCEAN
450700.0,-118.58,34.15,21.0,3856.0,547.0,1422.0,535.0,8.4196,<1H OCEAN
364900.0,-122.27,37.51,39.0,3996.0,793.0,1744.0,761.0,4.5075,NEAR OCEAN
301300.0,-118.43,33.99,42.0,2558.0,558.0,1328.0,541.0,4.875,<1H OCEAN
475000.0,-122.43,37.8,52.0,1976.0,726.0,1045.0,669.0,3.6893,NEAR BAY
500001.0,-118.32,34.06,52.0,955.0,100.0,457.0,120.0,15.0001,<1H OCEAN
140700.0,-117.18,34.04,41.0,1766.0,288.0,753.0,278.0,4.9125,INLAND
123700.0,-122.26,38.15,16.0,3921.0,727.0,2830.0,680.0,4.5053,NEAR BAY
269000.0,-118.24,34.13,45.0,2170.0,401.0,1043.0,394.0,5.6921,<1H OCEAN
306000.0,-122.68,38.25,29.0,1315.0,240.0,650.0,228.0,3.8269,<1H OCEAN
161200.0,-122.07,37.66,28.0,2280.0,610.0,1255.0,587.0,2.6719,NEAR BAY
144300.0,-117.65,34.08,52.0,2264.0,439.0,1031.0,437.0,3.375,INLAND
189000.0,-117.95,34.08,37.0,1137.0,203.0,672.0,226.0,3.2969,<1H OCEAN
54100.0,-120.99,37.62,37.0,2014.0,505.0,1787.0,515.0,1.5515,INLAND
104200.0,-122.71,38.35,11.0,2242.0,699.0,1203.0,642.0,2.3464,<1H OCEAN
225000.0,-118.27,34.05,26.0,1164.0,674.0,1685.0,541.0,1.5727,<1H OCEAN
95800.0,-118.27,34.0,47.0,780.0,237.0,888.0,215.0,1.75,<1H OCEAN
333700.0,-118.61,34.22,24.0,5256.0,758.0,2474.0,780.0,7.3252,<1H OCEAN
273600.0,-117.02,32.66,19.0,771.0,,376.0,108.0,6.6272,NEAR OCEAN
72100.0,-121.46,38.52,29.0,3873.0,797.0,2237.0,706.0,2.1736,INLAND
147800.0,-116.86,34.23,13.0,4760.0,938.0,309.0,132.0,5.4618,INLAND
196600.0,-118.27,33.86,26.0,1097.0,167.0,701.0,188.0,6.5799,<1H OCEAN
136800.0,-117.1,32.58,29.0,1061.0,202.0,759.0,206.0,4.8646,NEAR OCEAN
368400.0,-121.87,36.95,7.0,3703.0,679.0,1375.0,608.0,4.9219,NEAR OCEAN
165200.0,-118.39,34.22,40.0,712.0,149.0,533.0,155.0,3.695,<1H OCEAN
219600.0,-118.1,33.84,36.0,1557.0,270.0,697.0,251.0,4.5417,<1H OCEAN
342700.0,-118.09,33.78,26.0,2146.0,298.0,852.0,296.0,6.6137,<1H OCEAN
334600.0,-117.81,33.77,31.0,4624.0,624.0,1852.0,635.0,7.2392,<1H OCEAN
165500.0,-117.67,34.03,20.0,8561.0,1411.0,4861.0,1450.0,4.7056,INLAND
500001.0,-122.13,37.45,41.0,3233.0,540.0,1251.0,506.0,6.6354,NEAR BAY
70400.0,-119.73,36.72,15.0,2246.0,456.0,1190.0,403.0,2.0294,INLAND
116000.0,-117.44,33.93,34.0,1577.0,272.0,880.0,284.0,4.6327,INLAND
113800.0,-117.44,34.09,12.0,3598.0,828.0,2588.0,781.0,2.375,INLAND
221200.0,-122.03,37.62,32.0,2964.0,547.0,1472.0,527.0,4.2468,NEAR BAY
171900.0,-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,NEAR BAY
185500.0,-118.53,34.45,26.0,828.0,149.0,508.0,158.0,5.2374,<1H OCEAN
150000.0,-118.3,34.03,40.0,1695.0,374.0,1138.0,357.0,2.7125,<1H OCEAN
500001.0,-118.56,34.14,23.0,9657.0,1189.0,3585.0,1162.0,10.4399,<1H OCEAN
240200.0,-122.7,38.46,29.0,2891.0,459.0,1012.0,441.0,5.0415,<1H OCEAN
241000.0,-121.76,37.28,17.0,660.0,129.0,431.0,123.0,4.9097,<1H OCEAN
142600.0,-117.37,33.95,32.0,2215.0,351.0,771.0,311.0,4.3542,INLAND
103100.0,-116.42,33.51,26.0,186.0,48.0,102.0,39.0,2.5625,INLAND
185600.0,-118.1,33.89,34.0,2242.0,436.0,1483.0,443.0,4.4934,<1H OCEAN
183400.0,-118.09,33.94,36.0,2762.0,472.0,1576.0,493.0,4.0846,<1H OCEAN
58100.0,-118.99,35.37,38.0,918.0,220.0,743.0,222.0,1.7292,INLAND
500001.0,-118.4,33.78,24.0,4787.0,562.0,1653.0,548.0,12.9758,NEAR OCEAN
193100.0,-118.11,33.91,36.0,1088.0,231.0,617.0,211.0,3.8824,<1H OCEAN
144900.0,-116.95,32.82,18.0,3038.0,592.0,1904.0,595.0,3.8024,<1H OCEAN
276100.0,-121.25,38.68,13.0,503.0,70.0,267.0,77.0,6.1943,INLAND
99200.0,-121.89,38.01,32.0,1000.0,188.0,663.0,212.0,4.0972,INLAND
159700.0,-122.17,37.72,46.0,1369.0,284.0,766.0,289.0,3.5313,NEAR BAY
281300.0,-122.44,37.63,35.0,5113.0,959.0,3004.0,964.0,4.7625,NEAR OCEAN
272300.0,-120.08,34.62,11.0,3478.0,588.0,1693.0,582.0,4.6554,NEAR OCEAN
260100.0,-118.06,34.1,38.0,2438.0,442.0,1308.0,461.0,3.6995,<1H OCEAN
293000.0,-121.95,37.3,21.0,4193.0,1068.0,2487.0,1011.0,3.7188,<1H OCEAN
169400.0,-121.22,37.79,5.0,3107.0,477.0,1549.0,443.0,4.4766,INLAND
81300.0,-121.29,37.99,30.0,1271.0,528.0,2019.0,524.0,1.5152,INLAND
350000.0,-117.99,33.69,12.0,2480.0,858.0,1441.0,788.0,1.6705,<1H OCEAN
120300.0,-119.67,36.74,19.0,2788.0,614.0,1365.0,525.0,2.7813,INLAND
91300.0,-119.85,36.82,9.0,3995.0,778.0,1691.0,712.0,3.3239,INLAND
162500.0,-117.13,32.76,29.0,2568.0,682.0,1191.0,642.0,2.1094,NEAR OCEAN
131600.0,-119.96,38.94,19.0,1429.0,292.0,585.0,188.0,2.2589,INLAND
500001.0,-118.47,34.05,25.0,2689.0,719.0,1229.0,663.0,3.5909,<1H OCEAN
204500.0,-122.6,38.24,16.0,1410.0,209.0,741.0,229.0,4.725,<1H OCEAN
127400.0,-118.31,33.96,52.0,2523.0,460.0,1167.0,413.0,3.0625,<1H OCEAN
314300.0,-118.43,34.0,37.0,1340.0,358.0,1008.0,340.0,3.7614,<1H OCEAN
167200.0,-116.9,33.03,11.0,3213.0,634.0,1975.0,579.0,3.475,<1H OCEAN
221400.0,-118.37,34.17,10.0,1431.0,473.0,1438.0,429.0,2.2756,<1H OCEAN
263600.0,-118.16,34.11,48.0,1091.0,236.0,632.0,234.0,3.7235,<1H OCEAN
160400.0,-118.22,33.95,36.0,1679.0,483.0,2249.0,487.0,2.8167,<1H OCEAN
169300.0,-122.24,37.8,49.0,2838.0,749.0,1487.0,677.0,2.5238,NEAR BAY
142800.0,-118.16,34.01,36.0,931.0,246.0,732.0,235.0,1.7679,<1H OCEAN
121000.0,-119.12,35.38,18.0,1521.0,269.0,706.0,279.0,4.4196,INLAND
184400.0,-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,NEAR BAY
65500.0,-122.09,39.13,28.0,4169.0,895.0,2587.0,810.0,2.331,INLAND
145000.0,-119.8,36.86,7.0,6434.0,1201.0,2733.0,1045.0,3.7656,INLAND
73800.0,-121.26,38.12,27.0,1818.0,459.0,1182.0,428.0,1.8575,INLAND
150500.0,-119.32,36.33,18.0,2603.0,478.0,1158.0,423.0,4.5938,INLAND
96200.0,-121.42,38.7,10.0,2562.0,460.0,1478.0,433.0,4.0625,INLAND
170500.0,-120.87,37.64,40.0,1010.0,155.0,488.0,157.0,3.8984,INLAND
170800.0,-118.27,34.07,38.0,1270.0,556.0,1692.0,450.0,1.87,<1H OCEAN
202300.0,-122.16,37.17,35.0,6422.0,1380.0,2755.0,1064.0,5.0165,NEAR OCEAN
418800.0,-118.14,33.76,50.0,914.0,167.0,322.0,165.0,4.7361,NEAR OCEAN
120100.0,-119.29,36.28,23.0,1895.0,340.0,749.0,313.0,2.2333,INLAND
364200.0,-122.05,37.38,24.0,2424.0,501.0,1367.0,507.0,4.072,<1H OCEAN
135500.0,-121.44,38.73,25.0,1287.0,224.0,727.0,236.0,4.7396,INLAND
340500.0,-118.47,34.0,42.0,1271.0,301.0,574.0,312.0,3.1304,<1H OCEAN
103800.0,-118.3,34.02,27.0,2190.0,626.0,1768.0,528.0,1.2446,<1H OCEAN
199300.0,-118.09,34.07,45.0,593.0,133.0,481.0,128.0,2.5938,<1H OCEAN
95900.0,-121.44,38.47,16.0,1215.0,223.0,787.0,233.0,4.1597,INLAND
304500.0,-118.44,34.15,38.0,1387.0,337.0,713.0,343.0,2.9352,<1H OCEAN
152300.0,-122.72,38.42,30.0,2099.0,406.0,1156.0,401.0,2.8036,<1H OCEAN
60000.0,-119.83,36.54,31.0,1732.0,332.0,979.0,294.0,2.5208,INLAND
